Timestamp,Temperature,Humidity,PH,Rainfall,Nitrogen,Phosphorus,Potassium,Organic_matter,Wind_speed,CO2_concentration,Soil_moisture,Plant_id,Sensor_id 
1/1/2025 8:00,20.87974371,82.00274423,6.502985292,202.9355362,90,42,43,3.121394502,10.10987524,435.6112257,29.44606392,1,1
1/1/2025 9:00,21.77046169,80.31964408,7.038096361,226.6555374,85,58,41,2.142020929,12.0480498,401.4518597,12.85118264,2,2
1/1/2025 10:00,23.00445915,82.3207629,7.840207144,263.9642476,60,55,44,1.474973725,9.051348913,357.4179627,29.36391289,3,3
1/1/2025 11:00,26.49109635,80.15836264,6.980400905,242.8640342,74,35,40,8.393907172,7.963606057,363.6943055,26.20773239,4,4
1/1/2025 12:00,20.13017482,81.60487287,7.628472891,262.7173405,78,42,42,5.202285435,19.26413342,410.3564578,28.23623614,5,5
1/1/2025 13:00,23.05804872,83.37011772,7.073453503,251.0549998,69,37,42,5.958483178,2.728812125,428.7284297,23.6131152,6,6
1/1/2025 14:00,22.70883798,82.63941394,5.70080568,271.3248604,69,55,38,7.389915833,4.715023587,398.3170076,15.33369311,7,7
1/1/2025 15:00,20.27774362,82.89408619,5.718627178,241.9741949,94,53,40,1.24207269,6.627556794,379.8472815,20.83564048,8,8
1/1/2025 16:00,24.51588066,83.5352163,6.685346424,230.4462359,89,54,38,8.821774607,7.309391591,446.3333844,26.64065577,9,9
1/1/2025 17:00,23.22397386,83.03322691,6.336253525,221.2091958,68,58,38,4.241706392,15.39584598,377.3990152,24.36885292,10,10
1/1/2025 18:00,26.52723513,81.41753846,5.386167788,264.6148697,91,53,40,7.686282486,18.24128231,397.4717144,20.45914574,11,11
1/1/2025 19:00,23.97898217,81.45061596,7.50283396,250.0832336,90,46,42,3.312374646,3.533521192,387.8389578,15.40460045,12,12
1/1/2025 20:00,26.80079604,80.88684822,5.108681786,284.4364567,78,58,44,6.142806339,7.896438823,359.0427953,15.69649076,13,13
1/1/2025 21:00,24.01497622,82.05687182,6.98435366,185.2773389,93,56,36,3.208669384,4.249812524,439.9141829,18.10229956,14,14
1/1/2025 22:00,25.66585205,80.66385045,6.94801983,209.5869708,94,50,37,1.153833076,3.925950761,431.6839323,19.74252283,15,15
1/1/2025 23:00,24.28209415,80.30025587,7.042299069,231.0863347,60,48,39,8.705518065,13.21430558,386.1428305,23.34511451,16,16
2/1/2025 0:00,21.58711777,82.7883708,6.249050656,276.6552459,85,38,41,8.550569187,18.99798489,435.4804752,12.28784301,17,17
2/1/2025 1:00,23.79391957,80.41817957,6.970859754,206.2611855,91,35,39,5.083744267,5.605837158,362.0769125,20.50552905,18,18
2/1/2025 2:00,21.8652524,80.1923008,5.953933276,224.5550169,77,38,36,3.287939301,15.03754499,449.0999824,19.86297771,19,19
2/1/2025 3:00,23.57943626,83.58760316,5.85393208,291.2986618,88,35,40,8.82668821,11.96692269,387.8451723,25.75100657,20,20
2/1/2025 4:00,21.32504158,80.47476396,6.442475375,185.4974732,89,45,36,8.13725488,2.568028918,386.9120486,17.85095579,21,21
2/1/2025 5:00,25.15745531,83.11713476,5.070175667,231.3843163,76,40,43,3.757578539,16.94274791,380.1545777,16.92544358,22,22
2/1/2025 6:00,21.94766735,80.97384195,6.012632591,213.3560921,67,59,41,4.941116717,17.44435849,427.3210034,13.92858977,23,23
2/1/2025 7:00,21.0525355,82.67839517,6.254028451,233.1075816,83,41,43,5.154205084,1.028665973,422.1631804,15.05407997,24,24
2/1/2025 8:00,23.48381344,81.33265073,7.375482851,224.0581164,98,47,37,2.524754582,7.178125231,387.1073931,21.66550159,25,25
2/1/2025 9:00,25.0756354,80.52389148,7.778915154,257.0038865,66,53,41,7.417834013,1.290206775,434.992243,13.74174686,26,26
2/1/2025 10:00,26.35927159,84.04403589,6.286500176,271.3586137,97,59,43,2.317210391,12.95701828,354.2222342,25.52548814,27,27
2/1/2025 11:00,24.52922681,80.54498576,7.070959995,260.2634026,97,50,41,4.229277117,16.28584016,387.0109983,16.9004053,28,28
2/1/2025 12:00,20.77576147,84.49774397,6.244841491,240.0810647,60,49,44,6.409720868,18.85925311,382.4049654,14.07087343,29,29
2/1/2025 13:00,22.30157427,80.64416466,6.043304899,197.9791215,84,51,35,4.852641177,13.90703852,385.5906802,12.41872293,30,30
2/1/2025 14:00,21.44653958,84.94375962,5.824709117,272.2017204,73,57,41,2.374012772,15.97704743,409.1350759,24.03853195,31,31
2/1/2025 15:00,22.17931888,80.33127223,6.357389366,200.0882787,92,35,40,1.161099445,19.20583481,449.7528367,11.7866641,32,32
2/1/2025 16:00,24.52783742,82.73685569,6.364134968,224.6757231,85,37,39,4.719268903,3.936908658,440.5935604,18.58080281,33,33
2/1/2025 17:00,20.26707606,81.63895217,5.01450727,270.4417274,98,53,38,8.659881716,5.978189569,437.3522818,12.17300694,34,34
2/1/2025 18:00,25.7354293,83.88266234,6.149410611,233.1321372,88,54,44,5.11838527,1.123597348,428.4370764,23.33402741,35,35
2/1/2025 19:00,26.79533926,82.1480873,5.950660556,193.3473987,95,55,42,2.860604798,14.23982333,440.2770547,23.97882826,36,36
2/1/2025 20:00,26.75754171,81.17734011,5.960370061,272.2999056,99,57,35,9.040013386,15.68068087,414.9543244,20.46341223,37,37
2/1/2025 21:00,23.86330467,83.15250801,5.561398642,285.2493645,95,39,36,2.371505551,5.915009783,423.024884,18.19548534,38,38
2/1/2025 22:00,21.01944696,82.95221726,7.416245107,298.4018471,60,43,44,6.184190584,5.61442073,381.3204769,19.47400022,39,39
2/1/2025 23:00,24.17298839,83.7287574,5.583370042,257.0343554,63,44,41,5.191292846,11.56093912,446.1576904,10.47032305,40,40
3/1/2025 0:00,22.78133816,82.06719137,6.430010215,248.7183228,62,42,36,8.748923932,16.50816322,415.2461743,19.71000774,41,41
3/1/2025 1:00,25.62980105,83.52842314,5.534878156,209.9001977,64,45,43,2.60189034,5.994164682,428.6996406,17.24189818,42,42
3/1/2025 2:00,25.59704938,80.14509262,6.903985986,200.834898,83,60,36,8.410945628,8.119286467,401.0458892,23.53223556,43,43
3/1/2025 3:00,23.83067496,84.81360127,6.271478838,298.5601175,82,40,40,7.030883615,15.55397091,437.1088966,22.69162021,44,44
3/1/2025 4:00,26.31355498,82.36698992,7.224285503,265.5355937,85,52,45,1.81436486,9.747403754,368.0356909,10.92493977,45,45
3/1/2025 5:00,24.8972823,80.52586088,6.13428721,183.6793207,91,35,38,4.84693238,18.6770593,407.8865853,14.65936235,46,46
3/1/2025 6:00,24.958779,84.47963372,5.206373153,196.9560008,76,49,42,6.422222477,9.895260932,423.096271,15.67275092,47,47
3/1/2025 7:00,23.24113501,84.59201843,7.782051313,233.0453455,74,39,38,2.514791434,11.20682824,392.4729764,20.81748306,48,48
3/1/2025 8:00,21.66628296,80.70960551,7.062779015,210.8142087,79,43,39,4.293714527,7.996159946,373.4682793,16.43493596,49,49
3/1/2025 9:00,24.63544858,80.41363018,7.730367824,253.7202781,88,55,45,1.705943298,14.43428125,420.6499543,14.83400006,50,50
3/1/2025 10:00,23.43121862,83.06310136,5.286203711,219.9048349,60,36,43,2.264515487,7.12217378,409.3179307,24.81219877,51,51
3/1/2025 11:00,20.0454142,80.3477562,6.766240045,208.5810155,76,60,39,9.711797807,4.538322563,446.2142259,10.90775604,52,52
3/1/2025 12:00,23.85724032,82.22572988,7.382762603,195.0948311,93,56,42,7.237875249,8.006397243,364.4324681,29.14604113,53,53
3/1/2025 13:00,21.97199397,81.89918197,5.658169482,227.3637009,65,60,43,1.561418793,14.75934637,359.3430404,21.27936422,54,54
3/1/2025 14:00,26.22916897,83.83625819,5.543360238,286.5083725,95,52,36,3.747581609,9.96361333,410.9776458,16.40426796,55,55
3/1/2025 15:00,23.44676801,84.79352417,6.215109715,283.9338466,75,38,39,1.835565413,17.37441874,420.6999516,13.10490406,56,56
3/1/2025 16:00,25.65553461,83.47021081,7.120272972,217.3788583,74,54,38,5.268051691,6.42831241,372.5011977,21.98743158,57,57
3/1/2025 17:00,24.44345477,82.45432595,5.950647577,267.9761948,91,36,45,3.562903107,0.763909874,414.9572079,23.16205187,58,58
3/1/2025 18:00,20.2801937,82.1235421,7.236705436,191.9535738,71,46,40,7.460449894,19.27090892,419.8428193,14.51048033,59,59
3/1/2025 19:00,21.7238313,80.2389895,6.501697816,277.9626192,99,55,35,7.792042021,17.43376305,399.2784064,13.53853965,60,60
3/1/2025 20:00,20.41447029,82.20802629,7.592490617,245.1511304,72,40,38,3.901738922,1.789767906,393.2001557,14.59236527,61,61
3/1/2025 21:00,25.75528612,83.51827127,5.875345751,245.6626799,83,58,45,9.347480668,16.10292342,425.2990992,14.69697351,62,62
3/1/2025 22:00,20.61521424,83.77345559,6.932400225,279.5451717,93,58,38,5.7807982,17.59924761,430.7068862,19.56912274,63,63
3/1/2025 23:00,21.84106875,80.72886384,6.946209881,202.3838319,70,36,42,3.644763753,13.32771115,366.1557467,13.82585517,64,64
4/1/2025 0:00,20.08369642,83.29114712,5.739175027,263.6372176,76,47,42,1.985335033,14.79314574,361.0209157,12.79855123,65,65
4/1/2025 1:00,24.45802087,82.74835604,6.738652179,182.5616319,99,41,36,4.525618118,14.27777481,401.1430305,16.95235142,66,66
4/1/2025 2:00,21.14347496,80.33502926,5.594819626,198.6730942,99,54,37,9.107231414,2.648310642,353.1164709,15.39395778,67,67
4/1/2025 3:00,25.78720567,82.11124033,6.946636369,243.5120414,86,59,35,1.241607294,8.510774775,401.4504766,10.30866123,68,68
4/1/2025 4:00,23.64124821,80.28597873,5.012139669,263.1103304,69,46,41,8.275411802,15.84430833,428.4283883,18.88068523,69,69
4/1/2025 5:00,23.43191632,80.56887849,6.363472208,269.5039162,91,56,37,4.595950251,7.055707865,431.4379476,23.365153,70,70
4/1/2025 6:00,24.97669518,83.891805,6.880431223,204.8001847,61,52,41,2.775087902,1.568283991,426.8298893,18.82594598,71,71
4/1/2025 7:00,22.72791041,82.1706881,7.300410836,260.8875056,67,45,38,9.76133822,14.54169247,392.1453114,26.4653712,72,72
4/1/2025 8:00,24.87300744,82.84022551,6.587918708,295.6094492,79,42,37,6.496361728,16.82079657,352.6022203,28.47920875,73,73
4/1/2025 9:00,21.32376327,83.00320459,7.283736617,192.3197536,78,43,42,8.959053348,13.17162044,405.7932062,26.95845815,74,74
4/1/2025 10:00,26.29465461,84.56919326,7.023936392,257.4914906,75,54,36,5.711948512,16.37026304,378.8827879,12.69240526,75,75
4/1/2025 11:00,22.2286982,81.85872947,6.939083505,278.0791793,97,36,45,3.05485295,12.92163058,387.731186,21.74293462,76,76
4/1/2025 12:00,26.73072391,81.78596776,7.868474653,280.4044392,67,47,44,7.95050085,8.817489638,416.6140622,11.75158593,77,77
4/1/2025 13:00,24.88921174,81.97927117,5.005306977,185.9461429,73,35,38,2.62569313,2.841273671,391.0619312,16.51201015,78,78
4/1/2025 14:00,26.88444878,81.46033732,6.136131869,194.5766559,77,36,37,1.171969895,2.26160401,442.4042944,29.61540432,79,79
4/1/2025 15:00,22.67846116,83.72874389,7.524080076,200.9133156,81,41,38,5.675302325,9.809661027,417.5945282,25.61909631,80,80
4/1/2025 16:00,26.08867875,80.37979919,5.706943251,182.9043504,68,57,43,4.292831894,1.107988582,424.7263249,19.69262826,81,81
4/1/2025 17:00,25.42977518,82.94682591,5.758506323,195.3574542,72,45,35,1.329595616,1.393476354,359.4261704,11.8750269,82,82
4/1/2025 18:00,26.40323239,81.05635517,6.349606327,223.3671883,61,53,43,9.609900647,5.06783018,387.7424629,28.76161115,83,83
4/1/2025 19:00,26.04371967,84.96907151,5.999969026,186.7536773,67,43,39,2.357073293,3.009587967,365.8711172,16.74705514,84,84
4/1/2025 20:00,25.2827223,80.54372813,5.453592032,220.1156708,67,58,39,1.40043228,16.11139813,361.3941934,12.61255202,85,85
4/1/2025 21:00,22.08576562,83.47038318,6.372576327,231.7364957,66,60,38,1.978030142,17.49714909,371.3671498,28.29845444,86,86
4/1/2025 22:00,23.28617173,81.43321641,5.105588355,242.3170629,82,43,38,6.07004278,17.03331181,405.5040918,27.21901118,87,87
4/1/2025 23:00,25.48591986,81.40633547,5.935344406,182.6549356,84,50,44,3.940238366,10.59316154,388.4704743,17.88868382,88,88
5/1/2025 0:00,23.67575393,81.03569343,5.17782304,233.7034975,81,53,42,3.270701597,6.485574932,415.9530824,25.94992794,89,89
5/1/2025 1:00,20.82477109,84.1341879,6.462391607,230.2242223,91,50,40,6.972058539,4.410430125,396.4712495,12.5065753,90,90
5/1/2025 2:00,26.92995077,81.91411159,7.069172227,290.6793783,93,53,38,7.699751399,18.90867635,352.4409811,28.25910002,91,91
5/1/2025 3:00,23.83509503,83.88387074,7.473134377,241.2013513,90,44,38,6.676822838,18.16217499,380.0805206,13.91157578,92,92
5/1/2025 4:00,26.52872817,80.12267476,6.158376967,218.9163567,81,45,35,5.786553038,1.980243795,383.2516615,10.66459661,93,93
5/1/2025 5:00,26.46428311,83.85642678,7.549873681,248.2256491,78,40,38,2.710678978,3.377293532,399.372514,17.12287615,94,94
5/1/2025 6:00,22.69657794,82.81088865,6.028321558,256.9964761,60,51,36,4.388515721,9.298748203,354.790996,16.19447291,95,95
5/1/2025 7:00,22.68319059,83.46358271,6.604993475,194.2651719,88,46,42,4.551065767,13.97593584,357.5823937,23.81684774,96,96
5/1/2025 8:00,21.53346343,82.14004101,6.500343222,295.9248796,93,47,37,9.145545239,7.130239309,449.1218921,27.74000908,97,97
5/1/2025 9:00,21.40865769,83.3293191,5.935745417,287.5766935,60,55,45,1.283512423,18.37165819,392.9445046,11.52306557,98,98
5/1/2025 10:00,26.54348085,84.67353597,7.072655622,183.6222657,78,35,44,2.054593533,14.83450265,388.5297715,14.77748236,99,99
5/1/2025 11:00,23.35905428,83.59512273,5.333322606,188.413665,65,37,40,9.39300925,11.05668321,421.0235609,28.96831048,100,100
1/1/2025 8:00,22.61359953,63.69070564,5.749914421,87.75953857,71,54,16,8.563344115,14.63514584,418.1292074,28.15611424,101,101
2/1/2025 8:00,26.10018422,71.57476937,6.931756558,102.2662445,61,44,17,8.453087186,12.84198823,365.4848925,20.07773569,102,102
3/1/2025 8:00,23.55882094,71.59351368,6.657964753,66.71995467,80,43,16,1.08282559,0.095734746,418.9747088,15.37434847,103,103
