Plant,Crop_density,Fertilizer_usage,Pest_pressure,Sunlight_exposure,TimestampPerDay
rice,11.7439100962034,188.194957754119,57.6073081359658,8.67735526697563,2025-01-01
rice,16.7971012367805,70.9636294236479,74.736879007419,5.7542879552223,2025-01-01
rice,12.6543945790976,191.976077281111,1.03447800914443,9.87523009603833,2025-01-01
rice,10.8643601848263,55.7613884839764,24.0918879347839,8.02368468429378,2025-01-01
rice,13.8529100542264,185.259701540828,38.8114814350856,8.12051188272924,2025-01-01
rice,13.47847445807,135.929065841898,82.073413315704,10.8737675692194,2025-01-01
rice,13.4876104482702,121.173659601581,48.8146255750211,8.72683986057761,2025-01-01
rice,8.63078182173721,195.736160456748,80.1278310395157,10.7198871421779,2025-01-01
rice,11.2601048129335,73.4469763348832,89.8701921218191,11.6001856377166,2025-01-01
rice,11.8854325267337,72.7917014809805,26.5442576049045,6.41315390277177,2025-01-01
rice,19.8037670415205,88.3538972718241,43.0149813897197,6.43288482293385,2025-01-01
rice,6.0246223529338,162.395790933414,65.4292993955988,8.55486643840377,2025-01-01
rice,7.75560491074973,196.082971090049,44.7769366862836,5.96247307936616,2025-01-01
rice,7.55287573810982,83.0645451411704,80.6212931315953,10.5091647768346,2025-01-01
rice,13.5204343541005,78.3083947509769,91.7188882485618,7.61346295631636,2025-01-01
rice,14.3122299057126,117.266760659191,13.3580983880051,10.1686978650573,2025-01-01
rice,15.303243639522,182.050846799619,31.4293816879393,10.7480015387902,2025-01-02
rice,6.88670306876825,74.4938501084522,14.4834183212007,8.91435797852667,2025-01-02
rice,8.66938933565357,75.7514716476594,50.1616339973928,9.60475800157337,2025-01-02
rice,13.4192272451702,87.3767867613927,21.427556963795,5.15613189932999,2025-01-02
rice,13.3311890099498,145.358050485785,90.8750742230625,11.302205437029,2025-01-02
rice,11.4393811396974,69.9560421467717,43.7082170951393,7.19371111779218,2025-01-02
rice,5.26134866506372,177.953587834409,37.0839289953751,8.40174124124025,2025-01-02
rice,5.84410309705297,68.9503249773089,71.0615428282991,8.35385833143832,2025-01-02
rice,7.67441359310275,56.291014020222,66.6865801950068,11.4003514664026,2025-01-02
rice,13.4202756305799,161.9988809208,66.9663085305687,8.23285816532238,2025-01-02
rice,10.7208713104112,123.916182686145,89.9416556222748,5.02969881847923,2025-01-02
rice,9.28855018999317,186.486851021137,34.1265784752273,7.13060191560954,2025-01-02
rice,15.9294037245353,54.4600026699461,42.5712196378016,8.20556958897901,2025-01-02
rice,6.14181941084682,123.113694987027,41.5563319295299,6.49570728477217,2025-01-02
rice,14.3080488091991,143.34507085232,45.5798034402709,7.39541736449211,2025-01-02
rice,10.6442783672281,112.787923293393,32.1810734447016,7.82743256765763,2025-01-02
rice,15.7899660766854,73.5513762200346,5.00083020701522,10.6819306035497,2025-01-02
rice,10.9922513187552,134.24559111929,46.7254236574368,7.41166248807881,2025-01-02
rice,8.58871956139635,127.806515056471,2.00244720441572,11.435795412825,2025-01-02
rice,19.9401798651306,148.678535107605,18.5928230855049,11.4026547066375,2025-01-02
rice,6.19190320761507,185.99197499227,2.72001924102224,6.28851360012908,2025-01-02
rice,7.62425050778248,57.9637403385222,62.7150300702807,9.65939455908173,2025-01-02
rice,13.1585298973736,142.792675728455,45.733507435124,10.1738109862167,2025-01-02
rice,19.6698083409882,162.281692915175,13.4155603270655,6.11257476075078,2025-01-02
rice,17.7477145482228,65.1444989857283,79.5254513443204,10.6651399177088,2025-01-03
rice,14.8303466462551,161.66581887842,82.1720405707366,10.9122550110119,2025-01-03
rice,5.54510023384302,74.7326110897238,86.3719349615684,8.76691037407468,2025-01-03
rice,7.0318417613258,195.816278679665,43.3873140527606,6.60503715579402,2025-01-03
rice,14.0808122199151,181.707957890535,90.0907303864441,9.8176727910344,2025-01-03
rice,8.77504959600973,130.279884246312,98.9995425042727,7.71946046214367,2025-01-03
rice,6.76542668697904,87.0192034809097,88.5524671721141,10.1468118439911,2025-01-03
rice,18.0520927225544,57.7936697175318,12.7972451906992,11.9133498581985,2025-01-03
rice,5.72466301247613,151.988285902938,51.5098236977608,8.62085821001017,2025-01-03
rice,15.9515176190577,98.0272135733835,11.0105103537927,7.02993152473656,2025-01-03
rice,14.0545093188801,90.2512316627511,41.5600021535219,7.16993108996081,2025-01-03
rice,12.2773054671286,126.16351024579,98.5319219924498,9.51881546859103,2025-01-03
rice,9.94380587958356,130.240244038857,25.9680928796937,8.70677021177814,2025-01-03
rice,15.134719809759,101.312821142869,70.626339515274,9.69455713528512,2025-01-03
rice,13.6655845590679,124.088716320138,14.4328413160866,9.50608398072704,2025-01-03
rice,11.0062967421711,141.511727281952,99.4302573179292,10.1060817815758,2025-01-03
rice,7.12067096302356,63.7084256680837,10.9532296012686,8.36499721476575,2025-01-03
rice,6.26214276716537,58.5347854063133,51.319858910474,11.579201458855,2025-01-03
rice,11.3465998048212,131.479252788472,70.2103064224613,10.0758541496123,2025-01-03
rice,13.8359560109951,53.3233110516266,59.3651907576288,9.15395184868702,2025-01-03
rice,5.40717681671166,53.4453561851093,8.70053174034508,10.9942392807779,2025-01-03
rice,18.3645905931993,90.091175428797,10.4475360919153,10.098612476063,2025-01-03
rice,14.3674104189165,67.8237580815491,1.21008924074151,8.9626628377764,2025-01-03
rice,14.7459893160975,59.5466482092244,28.636245175283,9.13995065885322,2025-01-03
rice,7.30300212814839,134.007657977897,13.4453808455969,8.49322051543915,2025-01-04
rice,11.8122641078125,170.649464734855,47.8409919441251,10.0180503874352,2025-01-04
rice,17.8794738356162,60.557992944687,66.8791066813883,9.36188206800009,2025-01-04
rice,7.32202807288316,71.6258815535614,23.5212562553598,7.191549350538,2025-01-04
rice,7.04085978157288,161.151119298554,66.4719717580621,10.8317670207189,2025-01-04
rice,13.7575193517964,139.169017486105,32.291481796121,10.6308304309789,2025-01-04
rice,15.476558419761,188.184362254628,41.7225404599338,10.8059463673336,2025-01-04
rice,7.14944570440716,92.1526051735712,31.2225124854033,9.14361397950574,2025-01-04
rice,11.3143475324036,108.033406931706,85.2050323138729,9.98240185921295,2025-01-04
rice,5.5111304955159,127.870988090103,15.5605733644949,11.5130240350415,2025-01-04
rice,14.3543844000486,177.644467221458,30.0059636502703,10.1073866545631,2025-01-04
rice,15.3855548297559,110.184196853552,22.1768393997588,8.55514253452386,2025-01-04
rice,11.4791111834784,104.484242509301,47.6239383284216,7.73866453479393,2025-01-04
rice,7.38225353399283,98.5371975997906,81.3078810391453,10.9165377731496,2025-01-04
rice,16.5694816997814,162.128329406129,85.8220909462445,6.98451037967615,2025-01-04
rice,18.7971662064252,198.320160728144,20.1229568747083,7.693171089062,2025-01-04
rice,17.0681461373342,82.9523141465906,62.1373241601509,10.2013717673139,2025-01-04
rice,7.40716422874189,135.737788501493,74.6472365267809,9.96686366052047,2025-01-04
rice,17.6302825183055,94.5016470338014,6.94756422741903,10.2120254184483,2025-01-04
rice,7.02051636240522,156.715694044137,99.3116183350555,11.3228393497376,2025-01-04
rice,8.36075029867662,192.22689965854,5.25670216912392,8.16890640443372,2025-01-04
rice,17.2545560717745,80.3986599191573,12.7260353999165,9.38169948352783,2025-01-04
rice,16.1859871689452,194.846249496209,92.529345725829,5.56915236766704,2025-01-04
rice,5.18382435789296,197.882958461117,79.0629696586891,8.449936908327,2025-01-04
rice,10.0269377805287,102.724531149915,4.28197621153805,11.8568092765432,2025-01-05
rice,11.4324619955798,136.029099314464,45.2050415668412,10.67177129816,2025-01-05
rice,16.2137741947471,69.7809545775652,83.0497357142555,6.37876046251872,2025-01-05
rice,17.1413113506052,186.929429883547,3.9761453518303,6.99058609326176,2025-01-05
rice,12.4634670331443,165.793661416323,21.7146930573592,10.3051237192506,2025-01-05
rice,14.8599732487736,163.600407883151,89.4733363593217,8.44388326088176,2025-01-05
rice,7.98509399600112,184.354922400092,33.9155151139826,6.42389127289027,2025-01-05
rice,7.28444417942762,118.590080396819,88.7918546517323,5.12243317203596,2025-01-05
rice,7.41166939214785,125.669940461683,69.6291925484896,5.42947414856075,2025-01-05
rice,10.6425007999495,130.37475284044,69.6534781707283,6.46205328184176,2025-01-05
rice,15.9450535067811,172.420899143814,5.21142165284785,6.99683917257488,2025-01-05
rice,5.48453854164905,81.7799129691423,29.1371574313556,10.339150689269,2025-01-05
maize,17.4031042209985,162.709044838753,91.2104516914188,10.4576601616066,2025-01-01
maize,14.2560654913783,60.3184358147333,15.8493729174789,10.2898596380182,2025-01-02
